Submitted Data,Passed Quality Assurance Check,Residents Total Admissions COVID-19,Residents Total Confirmed COVID-19,Residents Total All Deaths,Residents Total COVID-19 Deaths,Number of All Beds,Total Number of Occupied Beds,Able to Test or Obtain Resources to Test All Current Residents Within Next 7 Days,Able to Test or Obtain Resources to Test All Staff and/or Personnel Within Next 7 Days,COVID-19 Point-of-Care Tests Performed on Residents Since Last Report,COVID-19 Point-of-Care Tests Performed on Staff and/or Personnel Since Last Report,Staff Total Confirmed COVID-19,Staff Total COVID-19 Deaths,Shortage of Nursing Staff,Shortage of Clinical Staff,Shortage of Aides,Shortage of Other Staff,"Total Resident Confirmed COVID-19 Cases Per 1,000 Residents","Total Resident COVID-19 Deaths Per 1,000 Residents",Total Residents COVID-19 Deaths as a Percentage of Confirmed COVID-19 Cases,Number of Residents with New Influenza,Number of Residents with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,During Past Two Weeks Average Time to Receive COVID-19 Test Results from Non-Point-of-Care Tests,Number of Staff and/or Personnel with a New Positive COVID-19 Test Result,Number of Staff and/or Personnel with Acute Respiratory Illness Symptoms Excluding COVID-19 and/or Influenza,Alcohol-Based Hand Rub (ABHR) Available,N95 Respirator Strategy for Optimization,Face Masks Strategy for Optimization,Eye Protection Strategy for Optimization,Gowns Strategy for Optimization,Gloves Strategy for Optimization,
Y,Y,0,38,7,5,43,33,Y,Y,0,21,35,0,N,N,N,N,1151.52,151.52,13.16,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,8,20,0,32,25,Y,Y,0,0,17,0,Y,N,Y,Y,320,0,0,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,
Y,Y,0,44,26,15,90,59,Y,Y,1,0,36,0,N,N,N,N,745.76,254.24,34.09,0,0,NOTEST,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,34,42,11,110,90,Y,Y,NA,NA,48,0,N,N,N,N,377.78,122.22,32.35,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,2,16,0,40,33,Y,Y,0,24,23,0,N,N,N,N,60.61,0,0,0,0,1-2 DAYS,0,2,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,3,8,19,7,48,46,Y,Y,0,0,17,0,N,N,N,N,173.91,152.17,87.5,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,21,12,8,60,45,Y,Y,NA,NA,39,2,N,N,N,N,466.67,177.78,38.1,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,2,27,40,12,70,48,Y,Y,NA,NA,35,0,N,N,N,N,562.5,250,44.44,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,15,33,20,13,60,44,Y,Y,0,68,48,0,Y,N,Y,N,750,295.45,39.39,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,32,5,25,3,84,65,Y,Y,0,5,40,0,N,N,N,N,76.92,46.15,60,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,5,3,0,22,22,Y,Y,0,10,9,0,N,N,N,N,227.27,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,20,24,13,70,38,Y,Y,NA,NA,15,0,Y,N,Y,Y,526.32,342.11,65,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,9,13,11,1,40,35,Y,Y,0,0,49,0,N,N,N,N,371.43,28.57,7.69,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,30,19,7,57,45,Y,Y,0,25,42,0,N,N,N,N,666.67,155.56,23.33,0,1,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,12,63,48,26,117,79,Y,Y,NA,NA,36,0,Y,Y,Y,N,797.47,329.11,41.27,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,30,35,6,91,81,Y,Y,0,7,53,0,Y,Y,Y,Y,370.37,74.07,20,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,1,0,33,0,47,47,Y,Y,NA,NA,14,0,Y,N,Y,Y,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,63,35,14,90,59,Y,N,59,187,37,0,Y,N,Y,N,1067.8,237.29,22.22,0,1,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,1,6,0,72,63,Y,Y,NA,NA,21,0,Y,N,Y,Y,15.87,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,14,51,5,108,87,Y,Y,0,31,41,0,Y,N,Y,Y,160.92,57.47,35.71,0,0,NOTEST,0,4,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,29,118,88,29,178,124,Y,Y,0,0,116,0,N,N,N,N,951.61,233.87,24.58,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,44,8,0,80,48,Y,Y,0,0,5,0,Y,N,Y,Y,916.67,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,15,14,36,1,95,79,Y,Y,NA,NA,33,0,N,Y,N,Y,177.22,12.66,7.14,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,5,44,34,14,140,85,Y,Y,0,0,46,0,N,N,N,N,517.65,164.71,31.82,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,39,72,14,162,142,Y,Y,2,13,90,0,N,N,N,N,274.65,98.59,35.9,0,1,1-2 DAYS,1,2,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,0,0,45,35,Y,Y,NA,NA,14,0,N,N,N,N,0,0,NA,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,17,80,79,12,192,167,Y,Y,0,0,71,0,N,N,N,N,479.04,71.86,15,0,1,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,141,96,70,30,137,120,Y,Y,0,0,115,0,N,N,N,N,800,250,31.25,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,25,27,23,40,30,Y,Y,0,22,10,0,Y,N,Y,N,833.33,766.67,92,0,0,1-2 DAYS,0,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,27,25,5,85,59,Y,Y,0,34,29,0,N,N,Y,N,457.63,84.75,18.52,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,10,64,64,15,115,73,Y,Y,0,141,62,0,N,N,N,N,876.71,205.48,23.44,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,31,25,11,80,56,Y,Y,NA,NA,35,0,Y,N,Y,Y,553.57,196.43,35.48,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,16,22,3,32,27,Y,Y,26,78,18,0,Y,N,Y,Y,592.59,111.11,18.75,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,26,36,2,NA,NA,NA,NA,NA,NA,37,0,NA,NA,NA,NA,NA,NA,7.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Y,Y,5,6,22,0,82,57,Y,Y,116,151,23,0,N,N,N,N,105.26,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,2,6,0,35,31,Y,Y,0,9,6,0,N,N,N,N,64.52,0,0,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,0,0,9,0,32,11,Y,Y,0,0,15,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,29,40,11,83,77,Y,Y,0,0,30,0,N,N,N,N,376.62,142.86,37.93,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,0,16,0,46,24,Y,Y,0,2,6,0,Y,Y,Y,Y,0,0,NA,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,22,24,16,3,50,37,Y,Y,0,37,30,0,N,N,N,N,648.65,81.08,12.5,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,
Y,Y,11,13,15,11,115,51,Y,Y,0,55,46,5,N,N,N,N,254.9,215.69,84.62,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,1,0,0,55,30,Y,Y,2,0,13,0,N,N,N,N,33.33,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,39,30,11,65,46,Y,Y,NA,NA,45,0,Y,N,Y,N,847.83,239.13,28.21,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,10,20,1,118,51,Y,Y,0,8,13,0,N,N,N,N,196.08,19.61,10,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,46,19,7,116,89,Y,Y,NA,NA,42,0,N,N,N,N,516.85,78.65,15.22,0,1,1-2 DAYS,1,0,Y,CRISIS,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,39,13,3,50,33,Y,N,30,30,27,0,Y,N,N,N,1181.82,90.91,7.69,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,35,18,6,84,60,Y,Y,0,26,44,0,N,N,N,N,583.33,100,17.14,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,87,73,26,138,104,Y,Y,18,35,110,1,N,N,N,N,836.54,250,29.89,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,
Y,Y,1,2,6,0,44,34,Y,Y,0,0,17,0,Y,N,Y,Y,58.82,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,6,32,12,8,89,35,Y,Y,0,30,11,0,Y,N,Y,N,914.29,228.57,25,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,15,7,1,48,30,Y,Y,NA,NA,11,0,N,N,Y,N,500,33.33,6.67,0,0,<1 DAY,0,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,36,20,3,47,46,Y,Y,1,47,40,0,N,N,N,N,782.61,65.22,8.33,0,1,NOTEST,1,0,Y,CONVENTIONAL,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,113,112,60,18,105,94,Y,Y,0,16,110,0,N,N,N,N,1191.49,191.49,16.07,0,0,NOTEST,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,28,22,1,60,51,Y,Y,0,6,29,0,N,N,N,N,549.02,19.61,3.57,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,12,5,3,56,40,Y,Y,0,5,14,0,Y,N,Y,Y,300,75,25,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,1,3,0,32,18,Y,Y,0,0,11,0,Y,N,Y,N,55.56,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,18,16,17,6,31,19,Y,Y,0,16,18,0,Y,N,Y,N,842.11,315.79,37.5,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,38,34,8,50,42,Y,Y,4,4,66,2,N,N,N,N,904.76,190.48,21.05,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,0,9,0,45,41,Y,Y,NA,NA,9,0,N,N,N,N,0,0,NA,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,1,5,1,54,40,Y,Y,0,19,17,0,N,N,N,N,25,25,100,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,16,8,3,42,24,Y,Y,0,14,15,0,N,N,N,N,666.67,125,18.75,0,0,<1 DAY,0,1,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,8,45,30,10,79,57,Y,Y,0,20,36,0,Y,Y,Y,Y,789.47,175.44,22.22,0,0,<1 DAY,0,0,N,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,36,40,68,20,87,54,Y,Y,NA,NA,39,0,N,N,N,N,740.74,370.37,50,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,16,26,18,68,59,Y,Y,0,0,18,0,N,N,N,N,271.19,305.08,112.5,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,14,40,40,6,78,70,Y,Y,0,93,78,1,N,N,N,N,571.43,85.71,15,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,99,44,26,3,63,59,Y,Y,0,8,13,0,N,N,N,N,745.76,50.85,6.82,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,53,39,12,91,70,Y,Y,67,132,48,0,Y,N,Y,Y,757.14,171.43,22.64,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
Y,Y,15,14,16,1,49,49,Y,Y,47,129,30,0,N,N,N,N,285.71,20.41,7.14,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,26,85,33,9,165,118,Y,Y,122,206,104,0,N,N,N,N,720.34,76.27,10.59,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,35,19,15,56,35,Y,Y,0,0,6,0,N,N,N,N,1000,428.57,42.86,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,67,16,7,0,46,21,Y,Y,0,0,11,0,N,N,Y,N,761.9,0,0,0,1,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,32,15,3,51,30,Y,Y,NA,NA,19,0,Y,N,Y,N,1066.67,100,9.38,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONTINGENCY,
Y,Y,0,10,21,1,79,36,Y,Y,0,71,20,0,Y,N,Y,Y,277.78,27.78,10,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,24,18,11,70,53,Y,Y,0,16,60,0,Y,N,Y,N,452.83,207.55,45.83,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,34,55,57,20,107,74,Y,Y,0,6,48,0,N,N,N,N,743.24,270.27,36.36,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,32,22,5,60,43,Y,Y,0,57,50,0,N,N,N,N,744.19,116.28,15.63,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,35,34,8,64,46,Y,Y,NA,NA,27,0,Y,N,Y,N,760.87,173.91,22.86,0,0,1-2 DAYS,1,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONTINGENCY,
Y,Y,5,63,113,18,214,167,Y,Y,1,65,95,0,N,N,Y,N,377.25,107.78,28.57,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,5,7,1,55,41,Y,Y,0,0,11,0,Y,N,N,N,121.95,24.39,20,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,2,20,0,50,35,Y,Y,NA,NA,13,0,Y,Y,Y,Y,57.14,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,15,12,5,35,18,Y,Y,0,41,18,0,N,N,N,N,833.33,277.78,33.33,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,149,177,38,225,181,Y,Y,18,6,172,0,N,N,N,N,823.2,209.94,25.5,0,0,1-2 DAYS,1,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,15,14,4,45,37,Y,Y,0,0,22,0,Y,N,Y,N,405.41,108.11,26.67,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,7,38,13,8,58,44,Y,Y,0,1,29,1,N,N,N,N,863.64,181.82,21.05,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,173,14,84,17,174,119,Y,Y,0,0,98,0,N,N,N,N,117.65,142.86,121.43,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,11,29,29,3,142,100,Y,Y,92,245,55,4,N,N,N,N,290,30,10.34,0,1,1-2 DAYS,0,2,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y,Y,0,40,18,10,45,42,Y,Y,NA,NA,49,0,N,N,N,N,952.38,238.1,25,0,0,3-7 DAYS,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,15,6,16,0,30,29,Y,Y,0,0,12,0,N,N,N,N,206.9,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,17,31,11,50,40,Y,Y,1,6,30,0,N,N,N,N,425,275,64.71,0,1,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,8,0,0,68,64,Y,Y,0,33,39,0,N,N,N,N,125,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,38,34,11,52,36,Y,Y,85,120,41,0,N,N,N,N,1055.56,305.56,28.95,0,0,1-2 DAYS,1,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,13,52,14,15,75,57,Y,Y,0,0,47,0,Y,N,Y,Y,912.28,263.16,28.85,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,3,42,19,7,60,49,Y,Y,1,1,42,0,N,N,N,N,857.14,142.86,16.67,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,2,47,45,21,75,51,Y,Y,0,46,48,1,N,N,N,Y,921.57,411.76,44.68,0,0,NOTEST,0,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,35,33,13,60,28,Y,Y,0,44,47,0,Y,N,Y,N,1250,464.29,37.14,0,0,1-2 DAYS,0,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,1,9,25,0,90,70,Y,Y,6,0,34,0,N,N,N,N,128.57,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,46,80,62,29,160,120,Y,Y,NA,NA,69,2,Y,N,Y,Y,666.67,241.67,36.25,0,0,NOTEST,0,0,NA,NA,NA,NA,NA,NA,NA
Y,Y,0,2,8,0,26,19,Y,Y,0,15,5,0,N,N,N,N,105.26,0,0,0,0,<1 DAY,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,14,33,0,113,89,Y,Y,0,72,55,0,N,N,N,N,157.3,0,0,0,0,3-7 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,8,50,0,57,46,Y,Y,0,0,24,0,Y,N,Y,N,173.91,0,0,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,9,16,0,67,38,Y,Y,0,6,16,0,Y,N,Y,Y,236.84,0,0,0,0,1-2 DAYS,0,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,32,7,6,45,36,Y,Y,NA,NA,24,0,N,N,N,N,888.89,166.67,18.75,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,11,30,2,79,67,Y,Y,0,14,36,0,N,N,N,N,164.18,29.85,18.18,0,0,1-2 DAYS,1,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,1,14,0,33,21,Y,Y,0,19,15,0,N,N,N,N,47.62,0,0,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,
Y,Y,1,26,20,8,46,24,Y,Y,0,46,16,0,N,N,N,N,1083.33,333.33,30.77,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,14,32,24,6,40,34,Y,Y,0,45,26,0,N,N,N,N,941.18,176.47,18.75,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,4,10,16,3,50,31,Y,Y,0,7,13,0,N,N,N,N,322.58,96.77,30,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,28,14,9,50,34,Y,Y,67,55,19,0,Y,N,Y,Y,823.53,264.71,32.14,0,0,1-2 DAYS,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,47,39,36,7,76,65,Y,Y,0,22,42,1,N,N,N,N,600,107.69,17.95,0,0,NOTEST,0,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
Y,Y,0,29,31,2,56,35,Y,Y,0,5,31,0,N,N,N,Y,828.57,57.14,6.9,0,0,1-2 DAYS,0,2,Y,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,
