SD,PQA,RTA,NB,OB,CTR,CTS,TR,TS,STC,STD,SN,SC,SA,SO,RCR,RDR,NRNI,NRAR,ATT,NSRA,ABHR,N95RS,FMS,EPS,GS,GLS
Y,Y,77,122,107,Y,Y,0,0,66,0,N,N,N,N,728.97,149.53,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,45,43,Y,Y,0,0,26,0,N,N,N,N,162.79,93.02,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,71,54,Y,Y,54,62,30,0,N,N,N,N,388.89,0,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,3,69,36,Y,Y,0,48,43,0,N,N,N,N,1194.44,138.89,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,94,66,Y,Y,0,51,67,1,N,N,N,N,1106.06,409.09,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,104,96,Y,Y,1,33,35,0,N,N,N,N,250,31.25,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,122,91,Y,Y,91,92,38,0,N,N,N,N,824.18,109.89,0,2,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,82,74,Y,Y,0,29,10,0,N,N,N,N,40.54,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,42,154,118,Y,Y,5,68,49,0,Y,N,Y,Y,906.78,93.22,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,12,81,71,Y,Y,NA,NA,36,0,N,N,N,N,718.31,56.34,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,75,41,Y,Y,1,26,25,0,N,N,N,N,975.61,146.34,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,60,36,Y,Y,1,23,31,0,N,N,N,N,722.22,111.11,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,48,40,Y,Y,77,33,31,0,N,N,N,N,175,50,0,0,<1 DAY,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,2,66,42,Y,Y,NA,NA,30,0,N,N,N,N,1190.48,142.86,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,104,64,Y,Y,NA,NA,45,2,N,N,N,N,1406.25,312.5,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,12,137,100,Y,Y,0,73,45,0,N,N,N,N,270,50,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,93,66,Y,Y,8,16,52,1,N,N,N,N,1030.3,212.12,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,96,88,Y,Y,0,23,45,0,N,N,N,N,1056.82,159.09,0,2,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,98,78,N,N,0,52,45,0,N,N,N,N,461.54,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,40,100,72,Y,Y,0,40,46,0,N,N,N,N,888.89,263.89,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,132,73,Y,Y,NA,NA,57,0,N,N,N,N,1013.7,109.59,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,118,176,130,Y,Y,130,144,78,0,N,N,N,N,492.31,238.46,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,27,151,132,Y,Y,11,12,64,0,N,N,N,N,780.3,45.45,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,10,194,164,Y,Y,0,221,77,0,Y,N,Y,Y,500,79.27,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,19,106,82,Y,Y,85,150,59,0,N,N,N,N,1060.98,158.54,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,341,172,125,Y,Y,0,82,28,0,N,N,N,N,264,72,0,2,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,120,67,Y,Y,68,3,28,0,N,N,N,N,1283.58,238.81,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,102,88,Y,Y,0,3,75,0,Y,N,Y,N,1011.36,204.55,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,122,0,N,N,NA,NA,14,0,N,N,N,N,NA,NA,0,0,NOTEST,0,N,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,17,112,83,Y,Y,NA,NA,35,0,N,N,N,N,662.65,132.53,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,156,123,Y,Y,1,2,67,0,N,N,N,N,756.1,48.78,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,60,252,189,Y,Y,0,120,89,0,N,N,N,N,830.69,100.53,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,222,135,Y,Y,0,95,126,0,N,N,N,N,466.67,333.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,120,81,Y,Y,0,0,106,0,N,N,N,N,839.51,172.84,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,106,81,Y,Y,NA,NA,47,0,N,N,N,N,888.89,111.11,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,104,59,Y,Y,1,5,37,0,N,N,N,N,966.1,186.44,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,85,66,Y,Y,0,27,26,0,N,N,N,N,439.39,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,20,60,40,Y,Y,36,44,29,0,N,N,N,N,1175,150,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,200,186,Y,Y,0,17,85,3,N,N,N,N,725.81,193.55,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,68,56,Y,Y,0,50,54,0,N,N,N,N,714.29,53.57,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,14,112,86,Y,Y,0,19,63,0,N,N,N,N,825.58,81.4,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,20,118,107,Y,Y,9,157,75,0,N,N,N,N,448.6,84.11,0,1,1-2 DAYS,1,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,1,65,61,Y,Y,NA,NA,16,0,N,N,N,N,49.18,0,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,74,85,56,Y,Y,0,11,35,0,N,N,N,N,1035.71,125,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,55,136,120,Y,Y,4,55,67,0,N,N,N,N,750,141.67,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,0,55,53,Y,Y,0,15,23,0,N,N,N,N,735.85,75.47,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,152,179,119,Y,Y,85,111,57,0,N,N,N,N,747.9,50.42,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,116,93,Y,Y,92,96,72,0,N,N,N,N,731.18,150.54,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,125,98,Y,Y,0,0,76,0,N,N,N,N,1061.22,102.04,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,100,66,Y,Y,26,0,46,0,N,N,N,N,893.94,136.36,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,92,82,Y,Y,2,2,20,0,N,N,N,N,634.15,109.76,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,121,90,Y,Y,0,33,43,0,N,N,N,N,1166.67,111.11,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,166,97,Y,Y,3,83,78,0,N,N,N,N,783.51,41.24,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,76,75,Y,Y,0,233,59,0,N,N,N,N,66.67,0,0,5,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,96,86,Y,Y,0,20,37,0,N,N,N,N,348.84,23.26,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,141,123,Y,Y,115,323,84,0,N,N,N,N,56.91,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,100,63,Y,Y,0,0,49,0,N,N,N,N,1174.6,126.98,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,94,57,Y,Y,73,73,34,0,N,N,N,N,1035.09,52.63,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL
Y,Y,4,135,124,Y,Y,0,0,61,0,N,N,N,N,1443.55,104.84,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,141,113,Y,Y,0,0,25,0,N,N,N,N,79.65,17.7,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,143,118,Y,Y,0,0,59,1,N,N,N,N,813.56,84.75,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,50,45,Y,Y,1,14,46,0,N,N,N,N,1022.22,222.22,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,3,104,92,Y,Y,0,0,70,1,N,N,N,N,1043.48,228.26,0,0,1-2 DAYS,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,100,85,Y,Y,18,15,18,0,N,N,N,N,188.24,11.76,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,0,228,154,Y,Y,0,162,102,0,N,N,N,N,818.18,97.4,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,35,15,Y,Y,0,0,6,0,N,N,Y,N,1133.33,0,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,93,75,Y,Y,81,83,44,0,N,N,N,N,1066.67,253.33,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,82,150,95,Y,Y,98,198,63,0,N,N,N,N,1010.53,326.32,0,5,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONTINGENCY
Y,Y,10,60,44,Y,Y,0,5,43,0,N,N,N,N,750,363.64,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,98,110,77,Y,Y,0,0,37,0,N,N,N,N,636.36,51.95,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,72,71,Y,Y,0,59,49,0,N,N,Y,Y,915.49,183.1,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,19,178,176,Y,Y,12,19,31,0,N,N,N,N,517.05,56.82,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,27,164,112,Y,Y,0,1,64,0,N,N,N,N,1017.86,133.93,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,60,53,Y,Y,0,21,45,0,N,N,N,N,981.13,245.28,0,0,1-2 DAYS,0,N,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONTINGENCY,CONVENTIONAL
Y,Y,22,128,117,Y,Y,12,53,54,0,N,N,N,N,931.62,76.92,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,30,9,Y,Y,0,0,22,0,N,N,N,N,111.11,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,20,125,93,Y,Y,91,28,35,0,N,N,N,N,591.4,86.02,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,94,89,Y,Y,2,10,12,0,N,N,N,N,78.65,11.24,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,60,2,Y,Y,0,128,60,0,N,N,N,N,17000,5000,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,2,100,67,Y,Y,0,0,9,0,N,N,N,N,29.85,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,150,94,Y,Y,6,188,106,0,N,N,N,N,989.36,159.57,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,142,87,Y,Y,0,89,82,0,N,N,N,N,965.52,333.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,34,26,Y,Y,42,40,40,0,N,N,N,N,1076.92,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,10,78,71,Y,Y,NA,NA,26,0,N,N,N,N,901.41,126.76,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,48,130,86,Y,Y,84,96,72,0,N,N,N,N,139.53,174.42,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,95,50,Y,Y,101,155,29,0,N,N,N,N,480,160,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,22,79,71,Y,Y,1,0,35,0,N,N,N,N,845.07,169.01,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,45,44,Y,Y,NA,NA,8,0,N,N,N,N,204.55,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,60,48,N,N,NA,NA,30,0,N,N,N,N,708.33,166.67,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,100,98,Y,Y,0,4,36,0,N,N,N,N,357.14,40.82,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,120,110,Y,Y,0,45,54,0,N,N,N,N,990.91,218.18,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,84,69,Y,Y,1,72,55,0,Y,N,Y,N,898.55,130.43,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,18,123,100,Y,Y,0,118,105,0,N,N,N,N,870,120,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,68,63,Y,Y,0,9,33,0,N,N,Y,N,825.4,603.17,0,0,3-7 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,142,97,Y,Y,0,0,58,0,N,N,N,N,783.51,237.11,0,0,1-2 DAYS,0,N,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,120,107,Y,Y,NA,NA,20,0,N,N,N,N,560.75,102.8,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,64,66,50,Y,Y,12,55,48,0,N,N,N,N,800,100,0,0,NOTEST,0,Y,CRISIS,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,78,176,132,Y,Y,0,7,72,0,N,N,N,N,696.97,257.58,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,119,109,Y,Y,0,49,43,0,N,N,N,N,266.06,55.05,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,5,108,93,Y,Y,93,93,48,0,N,N,N,N,376.34,75.27,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,7,144,75,Y,Y,0,52,46,0,N,N,N,N,613.33,53.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,94,82,Y,Y,0,56,65,0,N,N,N,N,817.07,109.76,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,106,89,Y,Y,0,0,31,0,N,N,N,N,887.64,22.47,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,106,89,Y,Y,83,113,61,0,N,N,N,N,988.76,157.3,0,1,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,95,80,Y,Y,1,64,11,0,Y,N,Y,Y,12.5,12.5,0,0,<1 DAY,0,N,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,3,145,107,Y,Y,2,34,32,0,N,N,N,Y,317.76,9.35,0,0,NOTEST,0,Y,CONTINGENCY,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL
Y,Y,30,104,79,Y,Y,0,0,28,0,N,N,N,N,468.35,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,94,78,Y,Y,0,33,78,0,N,N,N,N,717.95,166.67,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,95,85,Y,Y,89,87,95,0,N,N,N,N,1070.59,141.18,0,4,1-2 DAYS,2,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,60,51,Y,Y,NA,NA,33,0,N,N,Y,N,294.12,19.61,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,13,144,115,Y,Y,0,152,26,0,N,N,N,N,365.22,17.39,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,115,53,Y,Y,0,35,47,0,N,N,N,N,1075.47,75.47,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,31,128,107,Y,Y,0,0,56,0,N,N,N,N,1009.35,242.99,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,16,104,76,Y,Y,0,0,58,0,N,N,N,N,921.05,65.79,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,115,164,133,Y,Y,0,0,72,0,N,N,N,N,721.8,30.08,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,51,43,Y,Y,0,7,26,0,N,N,N,N,953.49,302.33,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,85,83,Y,Y,NA,NA,43,0,N,N,N,N,566.27,96.39,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,50,44,Y,Y,8,0,6,0,N,N,N,N,22.73,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,11,120,116,Y,Y,115,104,52,0,N,N,N,N,801.72,146.55,0,0,NOTEST,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,9,99,90,Y,Y,0,38,48,0,N,N,N,N,655.56,133.33,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,118,102,Y,Y,NA,NA,34,0,N,N,N,N,382.35,107.84,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,113,87,Y,Y,NA,NA,47,0,N,N,N,N,919.54,114.94,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,4,96,56,Y,Y,59,38,39,0,N,N,N,N,1250,178.57,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,1,100,83,Y,Y,0,29,8,0,N,N,N,N,72.29,0,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,6,50,41,Y,Y,0,1,9,0,N,N,N,N,73.17,48.78,0,0,<1 DAY,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,8,124,90,Y,Y,0,53,51,0,N,N,Y,Y,888.89,133.33,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,92,72,Y,Y,3,48,18,0,N,N,N,N,41.67,0,0,0,1-2 DAYS,0,Y,CONTINGENCY,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
Y,Y,0,59,52,Y,Y,0,3,14,0,N,N,N,N,19.23,0,0,0,1-2 DAYS,0,Y,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL,CONVENTIONAL
